Nachname;Name;Oberthema;Thema;Fundstelle;Sitzung;Datum;;
Zetkin;Clara Zetkin;Kommunistische Partei;Kommunistisches Programm. Bildung revolutionärer politischer Arbeiterräte zur Umgestaltung der kapitalistischen Profitwirtschaft in die sozialistische Bedarfswirtschaft;Bd. 344, 6. Sitz. S. 164A;6;1920-07-02;;
Zetkin;Clara Zetkin;Kriegsgefangene;Russische Interniertenlager, Mißhandlung und Erschießung russischer Rotgardisten;Bd. 347, 55. Sitz. S. 2061C;55;1921-01-24;;
Zetkin;Clara Zetkin;Lebensmittelplünderungen;Hervorrufung durch Lockspitzel, namentlich in Hamburg;Bd. 344, 6. Sitz. S. 168D;6;1920-07-02;;
Zetkin;Clara Zetkin;Militärgerichtsbarkeit;Aufhebung, Kritik des Verhaltens der Koalitionsregierung;Bd. 344, 6. Sitz. S. 163C;6;1920-07-02;;
Zetkin;Clara Zetkin;Proletariat;Schaffung einer Einheitsfront, Stellung der Mehrheitssozialdemokratie;Bd. 351, 137. Sitz. S. 4702D;137;1921-10-01;;
Zetkin;Clara Zetkin;Proletariat;Schaffung einer Einheitsfront, Stellung der Mehrheitssozialdemokratie;Bd. 358, 312. Sitz. S. 9994B, D;312;1923-03-07;;
Zetkin;Clara Zetkin;Reichsregierung;Ministerium Fehrenbach. Programm/ »Kapp-Ersatz-Regierung«;Bd. 344, 6. Sitz. S. 161A;6;1920-07-02;;
Zetkin;Clara Zetkin;Republik;Schutz derselben;Bd. 351, 137. Sitz. S. 4702B;137;1921-10-01;;
Zetkin;Clara Zetkin;Rheinland;Französischer Plan der Schaffung eines unabhängigen Pufferstaats;Bd. 358, 312. Sitz. S. 9991C;312;1923-03-07;;
Zetkin;Clara Zetkin;Ruhrgebiet;Neue Gewaltmaßnahmen im Westen/ Besetzung, solidarische Gegnerschaft der deutschen und französischen Kommunisten und Sozialisten/ Passive Resistenz, Aufrechterhaltung nur durch den einheitlichen Willen der Arbeitenden;Bd. 358, 312. Sitz. S. 9989B;312;1923-03-07;;
Zetkin;Clara Zetkin;Russisch-polnischer Krieg;Deutsche Neutralität. (Anfrage);Bd. 344, 14. Sitz. S. 417C;14;1920-07-30;;
Zetkin;Clara Zetkin;Russisch-polnischer Krieg;Verhalten der Unabhängigen Sozialdemokratie, Mangel an aktiver Solidarität mit Sowjet-Rußland;Bd. 347, 55. Sitz. S. 2058C;55;1921-01-24;;
Zetkin;Clara Zetkin;Russland;Schutz- und Trutzbund zwischen Deutschland und Sowjet-Rußland, Notwendigkeit gegen den Staatsimperialismus;Bd. 344, 6. Sitz. S. 161C;6;1920-07-02;;
Zetkin;Clara Zetkin;Russland;Handelsverkehr (Wirtschaftsarbeit der Sowjetrepublik, Anerkennung durch den Reichsminister Dr. Simons);Bd. 344, 12. Sitz. S. 329C;12;1920-07-28;;
Zetkin;Clara Zetkin;Russland;Verweigerung der Genugtuung für die Ermordung des Gesandten v. Mirbach als Grund für die Nichtwiederaufnahme der Beziehungen zu Sowjet-Rußland/ Russische Einmischung in innerdeutsche Verhältnisse, Stellung der Unabhängigen Sozialdemokratie zur Note des Volksbeauftragten Haase vom 18. November 1923 an die russische Regierung/ Schutz- und Trutzbund zwischen Deutschland und Sowjet-Rußland, Notwendigkeit gegen den Staatsimperialismus/ Aufnahme der diplomatischen und wirtschaftlichen Beziehungen zu Rußland. Interpellation Aderhold/ Handelsverkehr (Frage der Möglichkeit eines Warenaustausches mit Deutschland angesichts der russischen Wirtschaftslage/ Tätigkeit Wigdor Kopps als wirtschaftlicher Interessenvertreter Rußlands in Deutschland/ Erschwerungen/ Politik der Sozialdemokratie gegenüber Sowjetrußland, Casseler Programm/ Wohlfahrtspflege im Vergleich mit Deutschland, Kriegsinvaliden-, Kinder-, Krankenfürsorge, Bildungswesen usw.;Bd. 347, 55. Sitz. S. 2058A;55;1921-01-24;;
Zetkin;Clara Zetkin;Schulen;Preisgabe des sozialistischen Schulprogramms durch die Mehrheitssozialdemokratie im Weimarer Schulkompromiß/ Mitbestimmungsrecht der Erziehungsberechtigten/ Arbeitsunterricht, Erziehungsschule statt Lernschule/ Moralunterricht/ Religionsunterricht. Ausführung des Art. 146 Abs. 2 der Reichsverfassung. (Schulformen.) Gesetzentwurf: I. B/ Spielraum der Landesgesetzgebung;Bd. 352, 158. Sitz. S. 5527A;158;1922-01-24;;
Zetkin;Clara Zetkin;Sozialdemokratie;Stellung in einer Koalition mit bürgerlichen Parteien;Bd. 351, 137. Sitz. S. 4703A;137;1921-10-01;;
Zetkin;Clara Zetkin;Sozialdemokratie;Bundesbrüderschaft mit Dr. Helfferich;Bd. 357, 260. Sitz. S. 8835D;260;1922-10-20;;
Zetkin;Clara Zetkin;Verfassung;Änderung des Art. 180 der Reichsverfassung. Gesetzentwurf Müller (Franken): I. B/ Präsidentschaftsfrage, Stellung der Linksparteien/ ;Bd. 357, 260. Sitz. S. 8830D;260;1922-10-20;;
Zetkin;Clara Zetkin;Verfassung;Staatsform. Proletarisches Deutschland auf der Integrität des deutschen Territoriums gegen jeden Imperialismus;Bd. 358, 312. Sitz. S. 9991D;312;1923-03-07;;
Zetkin;Clara Zetkin;Waffengebrauch;Aufhebung des preußischen Erlasses, betr. Anwendung der Schußwaffe;Bd. 351, 137. Sitz. S. 4702A;137;1921-10-01;;
Zetkin;Clara Zetkin;Währung;Markstützung, Zweck, Wirkung;Bd. 358, 312. Sitz. S. 9992C;312;1923-03-07;;
Zetkin;Clara Zetkin;Weltrevolution;Bewaffnung zur Niederzwingung des Militarismus und zur Vernichtung des Friedens von Versailles/ Diktatur des Proletariats, Durchführung durch das Mittel der politischen Arbeiterräte;Bd. 344, 6. Sitz. S. 162D;6;1920-07-02;;
Zetkin;Clara Zetkin;Wirtschaftlicher Wiederaufbau;Programm der Regierung und des Kommunismus;Bd. 344, 6. Sitz. S. 167B;6;1920-07-02;;
Zetkin;Clara Zetkin;Wirtschaftlicher Wiederaufbau;Gleichberechtigung der Arbeiterschaft bei der Kontrolle und Verwaltung der gesamten Wirtschaft;Bd. 345, 19. Sitz. S. 729C;19;1920-08-05;;
Ziegler;Anna Ziegler;Arbeiterschutz;Weibliche Jugend, Verhinderung der Arbeit in gewerblichen Großbetrieben vor dem 17. Lebensjahre;Bd. 355, 213. Sitz. S. 7377A;213;1922-05-18;;
Ziegler;Anna Ziegler;Einkommensteuer;Ergänzende Regelung des Steuerabzugs vom Arbeitslohn. Gesetzentwurf: I. B;Bd. 344, 9. Sitz. S. 246C;9;1920-07-06;;
Ziegler;Anna Ziegler;Einkommensteuer;Ergänzende Regelung des Steuerabzugs vom Arbeitslohn. Gesetzentwurf: I. B (persönlich);Bd. 344, 9. Sitz. S. 247D;9;1920-07-06;;
Ziegler;Anna Ziegler;Hausangestellte;"Gesetzliche Regelung der Lohn- und Arbeitsbedingungen; Erlaß eines Notgesetzes/ Lehrtöchter im Hausdienst, Lehrdienstjahr";Bd. 355, 213. Sitz. S. 7373D;213;1922-05-18;;
Ziegler;Anna Ziegler;Heeresabwicklung;Verlegung des Abwicklungsamts von Karlsruhe nach Heilbronn, Wohnungsfragen. (Anfrage);Bd. 347, 66. Sitz. S. 2380B;66;1921-02-04;;
Ziegler;Anna Ziegler;Heeresabwicklung;Verlegung des Abwicklungsamts von Karlsruhe nach Heilbronn, Wohnungsfragen. (Anfrage);Bd. 347, 66. Sitz. S. 2380D;66;1921-02-04;;
Ziegler;Anna Ziegler;Heeresabwicklung;Verlegung des Abwicklungsamts von Karlsruhe nach Heilbronn, Wohnungsfragen. (Anfrage);Bd. 347, 66. Sitz. S. 2381A;66;1921-02-04;;
Ziegler;Anna Ziegler;Kriegsbeschädigte;Behandlung, Vorgänge bei der Versammlung 1918 im Lehrervereinshause;Bd. 355, 214. Sitz. S. 7432C;214;1922-05-19;;
Ziegler;Anna Ziegler;Kriegsteilnehmer;Schutz gegen Zwangsvollstreckungen. Gesetzentwurf: I. B/ Schutz gegen Zwangsvollstreckungen, Ausdehnung der Verordnung zum Schutz der Kriegsteilnehmer auf Kriegerwitwen;Bd. 346, 49. Sitz. S. 1776A;49;1920-12-17;;
Ziegler;Anna Ziegler;Kriegsteilnehmer;Schutz gegen Zwangsvollstreckungen. Gesetzentwurf: II. B/ Schutz gegen Zwangsvollstreckungen, Ausdehnung der Verordnung zum Schutz der Kriegsteilnehmer auf Kriegerwitwen;Bd. 346, 49. Sitz. S. 1777C;49;1920-12-17;;
Ziegler;Anna Ziegler;Lazarette;Aufhebung des Schwerkriegsbeschädigten-Lazaretts Charlottenburg;Bd. 355, 214. Sitz. S. 7433C;214;1922-05-19;;
Ziegler;Anna Ziegler;Militärversorgung;Reichsversorgungsgesetz: Verhalten der Kommunistischen und Unabhängigen Sozialdemokratischen Partei bei der Ausschußberatung (persönlich) / Teuerungszulagen. Anwendung der Ermächtigung zur Erhöhung der Teuerungszulage. Antrag Müller (Franken) usw. (persönlich);Bd. 347, 66. Sitz. S. 2398B;66;1921-02-04;;
Ziegler;Anna Ziegler;Militärversorgung;Reichsversorgungsgesetz: Verhalten der Kommunistischen und Unabhängigen Sozialdemokratischen Partei bei der Ausschußberatung (persönlich)/ Teuerungszulagen. Anwendung der Ermächtigung zur Erhöhung der Teuerungszulage. Antrag Müller (Franken) usw. (persönlich);Bd. 347, 66. Sitz. S. 2398D;66;1921-02-04;;
Ziegler;Anna Ziegler;Militärversorgung;Verfahren in Versorgungssachen. Gesetzentwurf: II. B. (persönlich);Bd. 352, 152. Sitz. S. 5336B;152;1921-10-17;;
Ziegler;Anna Ziegler;Militärversorgung;Reichsversorgungsgesetz: Klassengesetz, Zustandekommen des § 28 des RVG/ Ausgleichszulage, unsoziale Wirkung durch die Ortsklasseneinteilung/ Kriegsblinde, Ruhen der Rente, Beseitigung/ Renten, Kürzungsvorschriften/ Rentenzuschläge, Erhöhung des Fonds/ Witwenversorgung. Grenze für das Ruhen der Rente/ Witwenversorgung, Unterscheidung zwischen erwerbsfähigen und erwerbsunfähigen Kriegerwitwen;Bd. 355, 214. Sitz. S. 7428A;214;1922-05-19;;
Ziegler;Anna Ziegler;Motorenbau;Entlassungen von Personal bei der Firma Benz (Mannheim). (Anfrage);Bd. 350, 122. Sitz. S. 4120A;122;1921-06-24;;
Ziegler;Anna Ziegler;Reichshaushalt;Reichshaushaltsplan für 1920. Reichsarbeitsministerium: II. B.;Bd. 347, 69. Sitz. S. 2506D;69;1921-02-25;;
Ziegler;Anna Ziegler;Reichshaushalt;Reichshaushaltsplan für 1922. Reichsarbeitsministerium: II. B.;Bd. 355, 213. Sitz. S. 7373C;213;1922-05-18;;
Ziegler;Anna Ziegler;Reichshaushalt;Reichshaushaltsplan für 1922. Reichsarbeitsministerium: II. B.;Bd. 355, 214. Sitz. S. 7427D;214;1922-05-19;;
Ziegler;Anna Ziegler;Reichshaushalt;Reichshaushaltsplan für 1922. Reichsarbeitsministerium: II. B. (persönlich);Bd. 355, 214. Sitz. S. 7444A;214;1922-05-19;;
Ziegler;Anna Ziegler;Wohnungsbau;Vorläufige Förderung. Gesetzentwurf Müller (Franken): I. B;Bd. 347, 65. Sitz. S. 2356C;65;1921-02-03;;
Zietz;Luise Zietz;Beamte;Änderungen des Besoldungsgesetzes vom 20. April 1920. Gesetzentwurf: II. B.;Bd. 346, 48. Sitz. S. 1730D;48;1920-10-15;;
Zietz;Luise Zietz;Beamte;Änderungen des Besoldungsgesetzes vom 20. April 1920. Gesetzentwurf: II. B.;Bd. 346, 48. Sitz. S. 1749C;48;1920-10-15;;
Zietz;Luise Zietz;Beamte;Sicherung einer einheitlichen Regelung der Beamtenbesoldung. Gesetzentwurf: II. B;Bd. 346, 48. Sitz. S. 1710D;48;1920-10-16;;
Zietz;Luise Zietz;Beamte;Sicherung einer einheitlichen Regelung der Beamtenbesoldung. Gesetzentwurf: II. B;Bd. 346, 48. Sitz. S. 1719C;48;1920-10-16;;
Zietz;Luise Zietz;Beamte;Besoldungsgruppen, Verminderung;Bd. 346, 48. Sitz. S. 1733D;48;1920-12-16;;
Zietz;Luise Zietz;Beamte;Teuerungszulagen, automatische Erhöhung der gleichmäßigen prozentualen Zuschläge oder einheitliche Zuschläge/ Festsetzung eines Mindestteuerungszuschlages als Garantie eines Existenzminimums (Festsetzung eines Mindestteuerungszuschlages als Garantie eines Existenzminimums);Bd. 351, 135. Sitz. S. 4588A;135;1921-09-28;;
Zietz;Luise Zietz;Beamte;Dritte Ergänzung des Besoldungsgesetzes. Gesetzentwurf: I. B/ Besoldungsgruppen, Verminderung/ Wartegeld. Erhöhung der Höchstgrenze;Bd. 351, 143. Sitz. S. 4955B;143;1921-10-11;;
Zietz;Luise Zietz;Beamte;Dritte Ergänzung des Besoldungsgesetzes. Gesetzentwurf: II. B/ Besoldungsgruppen, Verminderung/ Wartegeld. Erhöhung der Höchstgrenze;Bd. 351, 144. Sitz. S. 4969B;144;1921-11-11;;
Zietz;Luise Zietz;Beamte;Dritte Ergänzung des Besoldungsgesetzes. Gesetzentwurf: II. B/ Wartegeld. Erhöhung der Höchstgrenze;Bd. 351, 144. Sitz. S. 4973C;144;1921-11-11;;
Zietz;Luise Zietz;Beamte;Gewährung von Vorschüssen bzw. Zuschüssen des Reichs an die Länder und Gemeinden zur Erhöhung der Beamtenbesoldung;Bd. 351, 144. Sitz. S. 4974D;144;1921-11-11;;
Zietz;Luise Zietz;Bemerkungen zur Tagesordnung;Bemerkungen zur Tagesordnung;Bd. 346, 48. Sitz. S. 1701B, C;48;1920-12-16;;
Zietz;Luise Zietz;Bemerkungen zur Tagesordnung;Bemerkungen zur Tagesordnung;Bd. 351, 149. Sitz. S. 5226A;149;1921-12-14;;
Zietz;Luise Zietz;Diätare;Unterschiedlichkeit der Bezüge der männlichen und weiblichen Diätare;Bd. 351, 135. Sitz. S. 4588C;135;1921-09-28;;
Zietz;Luise Zietz;Eisenbahnen;"Befristete Forderung der Eisenbahnorganisationen an den Hauptausschuß auf Änderung der Besoldungsordnung und des Lohntarifs; Abbruch der Ausschuß-Verhandlungen";Bd. 344, 15. Sitz. S. 503B;15;1920-07-31;;
Zietz;Luise Zietz;Eisenbahnen;"Befristete Forderung der Eisenbahnorganisationen an den Hauptausschuß auf Änderung der Besoldungsordnung und des Lohntarifs; Abbruch der Ausschuß-Verhandlungen";Bd. 344, 15. Sitz. S. 514A;15;1920-07-31;;
Zietz;Luise Zietz;Fischereigewerbe;Verbleib der dem Reichskommissar für Fischversorgung v. Flügge übergebenen Sammelgelder des Reichsverbandes für See- und Küstenfischer zur Unterstützung heimkehrender Mitglieder. (Anfrage);Bd. 348, 85. Sitz. S. 2948D;85;1921-03-15;;
Zietz;Luise Zietz;Frauen;Stellung des Zentrums zu Frauenfragen, Beeinflussung der Zentrumsfrauen durch den Abg. Trimborn;Bd. 348, 78. Sitz. S. 2737C;78;1921-03-08;;
Zietz;Luise Zietz;Frauen;Stellung des Zentrums zu Frauenfragen, Beeinflussung der Zentrumsfrauen durch den Abg. Trimborn (persönlich);Bd. 348, 78. Sitz. S. 2740C;78;1921-03-08;;
Zietz;Luise Zietz;Gerichte;Entlastung der Gerichte. Gesetzentwurf: II. B.;Bd. 347, 73. Sitz. S. 2622C;73;1921-03-02;;
Zietz;Luise Zietz;Gerichte;Entlastung der Gerichte. Gesetzentwurf: III. B.;Bd. 348, 78. Sitz. S. 2737A;78;1921-03-08;;
Zietz;Luise Zietz;Gerichte;Entlastung der Gerichte. Gesetzentwurf: III. B. (persönlich);Bd. 348, 78. Sitz. S. 2740C;78;1921-03-08;;
Zietz;Luise Zietz;Gerichtsverfassung;Zulassung der Frauen zum Schöffen- und Geschworenenamt;Bd. 347, 73. Sitz. S. 2622C;73;1921-03-02;;
Zietz;Luise Zietz;Gerichtsverfassung;Zulassung der Frauen zum Schöffen- und Geschworenenamt;Bd. 348, 78. Sitz. S. 2737C;78;1921-03-08;;
Zietz;Luise Zietz;Gewerbe- und Kaufmannsgerichte;Passives Wahlrecht der Frauen;Bd. 348, 74. Sitz. S. 2638A;74;1921-03-03;;
Zietz;Luise Zietz;Gewerbe- und Kaufmannsgerichte;Passives Wahlrecht der Frauen;Bd. 348, 74. Sitz. S. 2641C;74;1921-03-03;;
Zietz;Luise Zietz;Gewerbe- und Kaufmannsgerichte;Gesetzentwurf zur Abänderung des Gewerbegerichtsgesetzes und des Kaufmannsgerichtsgesetzes: I. B/ Gewerbe- und Kaufmannsgerichte, Gebührenerhöhung;Bd. 351, 148. Sitz. S. 5176B;148;1921-12-13;;
Zietz;Luise Zietz;Kleinrentner;Einbeziehung in die Preisermäßigungen für Minderbemittelte und Gewährung von Staatsbeihilfen;Bd. 345, 18. Sitz. S. 650D;18;1920-08-04;;
Zietz;Luise Zietz;Ortsklassenverzeichnis;Stellung des Gutachtenausschusses der Beamten;Bd. 348, 88. Sitz. S. 3229D;88;1921-03-18;;
Zietz;Luise Zietz;Ortsklassenverzeichnis;Stellung des Gutachtenausschusses der Beamten;Bd. 348, 88. Sitz. S. 3231D;88;1921-03-18;;
Zietz;Luise Zietz;Ortsklassenverzeichnis;Änderung der Einteilung;Bd. 351, 143. Sitz. S. 4959B;143;1921-11-10;;
Zietz;Luise Zietz;Pensionswesen;Witwengeld, Erhöhung der Höchstgrenze;Bd. 351, 143. Sitz. S. 4958C;143;1921-11-10;;
Zietz;Luise Zietz;Pensionswesen;Witwengeld, Erhöhung der Höchstgrenze;Bd. 351, 144. Sitz. S. 4972C;144;1921-11-11;;
Zietz;Luise Zietz;Postwesen;Beamtenausschüsse, Verordnung des Postministeriums vom 1. Juli 1920 über das Wahlverfahren/ Anwerbung politisch indifferenter ländlicher Postillione;Bd. 344, 15. Sitz. S. 513C;15;1920-07-31;;
Zietz;Luise Zietz;Postwesen;Beamtenausschüsse, Verordnung des Postministeriums vom 1. Juli 1920 über das Wahlverfahren/ Gleichstellung von Postsekretären aus dem Militäranwärterstande mit den Zivilanwärtern;Bd. 344, 15. Sitz. S. 500C;15;1920-07-31;;
Zietz;Luise Zietz;Postwesen;Anwerbung politisch indifferenter ländlicher Postillione;Bd. 345, 18. Sitz. S. 674B;18;1920-08-04;;
Zietz;Luise Zietz;Postwesen;Uneheliche Mütter, Entlassung, Stellung der Berufsvertretungen;Bd. 348, 87. Sitz. S. 3162C;87;1921-03-17;;
Zietz;Luise Zietz;Postwesen;Entlassung von Angestellten bei Fernsprechämtern und beim Postscheckamt zwecks Schaffung eines homogenen Beamtenkörpers. (Anfrage);Bd. 351, 142. Sitz. S. 4869B;142;1921-11-08;;
Zietz;Luise Zietz;Reichshaushalt;Weitere vorläufige Regelung des Reichshaushalts für 1920: Reichspostministerium: II. B.;Bd. 344, 15. Sitz. S. 500C;15;1920-07-31;;
Zietz;Luise Zietz;Reichshaushalt;Weitere vorläufige Regelung des Reichshaushalts für 1920: Reichspostministerium: II. B.;Bd. 344, 15. Sitz. S. 513C;15;1920-07-31;;
Zietz;Luise Zietz;Reichshaushalt;Weitere vorläufige Regelung des Reichshaushalts für 1920: Reichswirtschaftsministerium: III. B. (Entschließungen zum Gesetzesentwurf);Bd. 345, 18. Sitz. S. 675A;18;1920-08-04;;
Zietz;Luise Zietz;Reichshaushalt;Weitere vorläufige Regelung des Reichshaushalts für 1920: Reichswirtschaftsministerium: III. B./ Reichswehrministerium: III. B.;Bd. 345, 18. Sitz. S. 650D;18;1920-08-04;;
Zietz;Luise Zietz;Reichshaushalt;Weitere vorläufige Regelung des Reichshaushalts für 1920: Reichswirtschaftsministerium: III. B./ Reichswehrministerium: III. B.;Bd. 345, 18. Sitz. S. 662A;18;1920-08-04;;
Zietz;Luise Zietz;Reichshaushalt;Desgleichen: II. B. (Geschäftsordnung);Bd. 346, 44. Sitz. S. 1576A;44;1920-12-09;;
Zietz;Luise Zietz;Reichshaushalt;Desgleichen: II. B. (persönlich);Bd. 346, 44. Sitz. S. 1575A;44;1920-12-09;;
Zietz;Luise Zietz;Reichshaushalt;Reichshaushalt für 1920: Reichspostministerium: II. B.;Bd. 348, 87. Sitz. S. 3162C;87;1921-03-17;;
Zietz;Luise Zietz;Reichshaushalt;Reichshaushalt für 1921: Zweiter Nachtrag: I. B;Bd. 351, 135. Sitz. S. 4587D;135;1921-09-28;;
Zietz;Luise Zietz;Reichshaushalt;Reichshaushalt für 1921: Vierter Nachtrag: I. B;Bd. 352, 156. Sitz. S. 5440A;156;1922-01-21;;
Zietz;Luise Zietz;Reichstagsverwaltung;Hilfspersonal, Überführung in Beamtenstellen;Bd. 346, 48. Sitz. S. 1734B;48;1920-12-16;;
Zietz;Luise Zietz;Reichstagsverwaltung;Restauration, Entlohnung der Kellner;Bd. 351, 143. Sitz. S. 4959A;143;1921-11-10;;
Zietz;Luise Zietz;Reichsversicherungsanstalt für Angestellte;"Besoldungsverhältnisse der Angestellten; Streik im November 1921";Bd. 351, 144. Sitz. S. 4976A;144;1921-11-11;;
Zietz;Luise Zietz;Übergangswirtschaft;Vereinfachte Form der Gesetzgebung für die Zwecke der Übergangswirtschaft. Gesetzentwurf: II. B.;Bd. 344, 9. Sitz. S. 250A;9;1920-07-06;;
Zietz;Luise Zietz;Wochenhilfe;Gesetzentwurf: II. B.;Bd. 351, 160. Sitz. S. 5246B;160;1921-12-15;;
